question,answer,Declarative_Text
Please state your full name.,My name is James Figlar.
"What does that mean, that it could be remedied by the scientists?","I think he tms under the* impression that VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 M H M M . Ol si O CD CD O http://www.veritext.com c c if you could find something, then that -- they would try to remove that from either smoke or from tobacco, so as not to present that risk."
"Okay. So it it was a statement made to reassure the public, correct?",
"Right. But they were making publio statements to the consumers that it had not been pboven, but if anything is found it could be remedied, correct?",
"And if you go to the next page and read tfic first paragraph. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi -J o CD CD http://www.veritext.com y^*""ss J0^*~,",Research to date has not established whether smoking is or is not causally involved in such diseases as lung cancer and heart disease -- disease despite efforts to make it seem otherwise. The matter remains an open question for resolution by scientists.
"So, they wanted they were telling the public that there was a controversy, oorreot?",
"Well, in '65 that was after the Surgeon General report of '64, correct?","It is, yes."
"And so, were there any efforts -- are you atrare of efforts by the tobaooo industry, the TI, TlRC, CTR, R. J. Reynolds, Brown & Williamson, American Tobacco to create an atmosphere of doubt ahd confusion and controversy for smokers?","I don't know that I've seen an effort to tfrry to do that. There was certainly research going oh at the companies to try to understand what the VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi *-j o CD CD ro http://www.veritext.com potential links were for the association that was seen in epidemiology in the '60s, and there was a lot of effort going on to look at tobaooo smoke and understand it and remove -- or reduce toxicants in smoke or tobacco."
"So you're not aware you haven't -- in the documents that you've read and as the person from R. J. Reynolds with the most knowledge you're unaware of any campaign to create doubt or cjonfusion, correct?","I -- I wouldn't agree that that was the purpose. Certainly the ~~ the industry had their positions. They be they had certain beliefs abound what the science suggested to them, and they they did make those beliefs known through the Tobaooo Institute."
Do you see how -~ do you see how their positions could have oreated an atmosphere of doubt ahd confusion?,"I don't know if that were the case or not. I couldn't -- I couldn't say one way or the other. (Figlar Exhibit 8, Document dated 10/20/66 titled Confidential, PT02027, was marked for identification.) Ekhibit back to C"
1966.,"Okay,"
"1966, okay?",I'm sorry.
"Now if you'll assume also, although he wouldn't allow you to talk about it, I want you to assume that in that document from October 20th, 1966, there is a statement where they're talking about the key word is confusion. Anything we can do to confirm such a situation could work to our advantage provided and then B says the significance of tar and nicotine per se is seriously questioned in terms of scientific indictment and established ranges of hazard, okay? I want you to assume that that's in this internal mbmo that you and I have not yet talked about but w|a will, I believe, okay?",
"So my question to you is on the very next d*y, October 21st, 1966, there is a press release which is Exhibit 9, PT02545; do you see that?",1 do. I have it in front of me.
"And if you could read the -- the the ~~ read the first several paragraphs of that one, two, thro, four, five short paragraphs or really sentences if you could read that into the record.","The Tobacco Institute today issued the following statement in response to inquiries concerning a forthcoming magazine artiole, and i earlier published reports on the subject of ""tar"" and nicotine: The increased [sic] attention in recent weeks to the subject of ""tar"" and nicotine appears to reflect a considerable amount of misunderstanding and confusion about this subject. While some scientists believe that ""tar"" and nicotine are harmful, other scientists do not a^. Wo know of no valid soiontifio ovid.nco demonstrating that either ""tar"" or niootine is responsible for any human illness. Even those who maintain that smoking is harmful have not been able t|o establish that any particular ingredient in tpbacco smoke causes human disease. With respect tjo nicotine -"""" VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 http://www.veritext.com"
"That's fine. Dr. Figlar, if you can go to the last page and read the last two paragraphs.","Nor is there any scientific proof today that ""tar"" and nicotine has significance in terms of human health. Scientists throughout the world are continuing to investigate to learn the full fkots about ""tar"" and nicotine, and about questions concerning tobacco and health. The tobacco industry is supporting much of this research and will continue to do so."
And is that -- those statements that you wanted or that the Tobaooo Institute wanted the public to believe?,
"That there was no proof that tar and nicotine has significance in terms of human health, correct?","That certainly was the belief at that time, and I think we would all agree today that nicotine is not particularly harmful."
"Well, nicotine causes addiction, correct? VERITEXT REPORTING COMPANY 212- 79-9424 www.veritext.com 212-490-3430 http://www.veritext.com","It is addictive, yes."
"And for some people it's highly addictive, obrreot?",
"Well, the Surgeon General has established a link between nicotine addiction and lung cancer, have they not? You're familiar with that, aren't yJ0U?",Tar can certainly we certainly believe that the toxicants and carcinogens in tar would be the -- where you could make a causal link today.
Between smoking and lung cancer?,"I would think so, yeah. Q, And that's not what you wore tolling the VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com publio though in that press release, was it?"
